RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
Bad,62,207,6,61,17,1,1,95,18,6,3,19,1,11,0,2,2,82,-8,12,-8,6,81
Good,62,323,1,104,14,7,7,100,-7,0,8,24,2,18,0,1,1,4,100,3,1,0,36
Bad,67,121,2,29,15,1,1,94,30,6,2,12,7,24,-7,1,1,30,-8,6,1,1,64
Good,71,241,13,114,10,0,0,100,-7,7,8,10,0,30,-7,1,1,70,58,5,2,4,88
Good,69,402,26,139,15,0,0,93,4,4,6,15,0,53,0,2,2,46,68,5,2,0,100
Bad,71,183,15,73,11,1,0,85,50,6,2,13,0,46,0,1,1,49,50,2,2,0,67
Good,73,99,2,50,18,1,1,100,-7,7,8,21,2,20,0,3,3,1,-8,3,1,0,57
Bad,59,164,91,117,2,1,0,20,2,4,5,5,0,60,0,1,1,98,-8,1,1,1,100
Good,84,454,4,141,29,0,0,100,-7,7,8,30,2,17,1,3,2,8,37,2,1,0,33
Bad,66,153,8,52,29,0,0,100,-7,7,8,29,1,14,0,0,0,61,79,5,1,4,43
Bad,79,210,5,88,38,0,0,100,-7,7,8,42,3,45,0,1,1,55,-8,3,2,1,71
Good,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Bad,65,107,4,42,37,0,0,97,11,4,6,37,5,19,9,0,0,26,94,9,1,2,43
Bad,68,70,1,37,29,0,0,100,-7,7,8,30,3,57,0,3,3,33,30,9,2,1,85
Bad,68,-8,4,46,11,1,1,100,-7,6,8,12,1,25,-7,1,1,45,-8,6,1,0,88
Bad,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Bad,68,148,4,22,7,0,0,100,-7,7,8,18,1,43,0,1,1,54,-8,4,1,2,100
Bad,75,175,1,74,22,1,1,96,44,6,3,25,2,36,0,3,3,64,-8,2,3,1,50
Good,54,50,2,21,11,0,0,92,3,4,6,12,7,42,-7,1,1,69,82,4,2,2,100
Bad,64,109,13,65,9,1,1,90,60,6,6,10,0,50,12,0,0,86,39,3,3,1,100
Good,73,138,5,76,5,1,1,75,25,6,4,8,1,63,0,2,2,0,92,0,2,-8,67
Bad,69,147,2,50,26,1,0,93,10,4,5,28,3,36,0,0,0,6,86,3,2,1,36
Good,88,146,16,56,10,0,0,100,-7,7,8,13,0,10,17,0,0,16,-8,1,-8,0,17
Good,77,205,4,94,44,0,0,100,-7,7,8,44,7,20,3,1,1,14,87,10,3,0,57
Bad,67,156,1,62,5,1,0,89,14,6,5,9,4,56,0,2,2,14,90,1,3,1,67
Good,65,116,4,49,14,1,1,93,7,1,3,15,4,27,-7,4,4,25,17,2,2,0,44
Bad,72,159,1,61,26,0,0,96,5,4,6,27,2,33,1,1,1,7,75,5,3,0,67
Good,83,196,29,82,21,0,0,100,-7,7,8,35,0,57,17,0,0,2,51,1,4,0,63
Good,64,60,11,26,6,1,0,86,11,3,5,7,1,43,0,0,0,95,-8,2,1,0,75
Bad,63,11,5,8,2,0,0,100,-7,7,8,2,2,0,0,7,7,75,-8,2,-8,1,100
Bad,55,194,26,100,18,0,0,84,1,4,6,11,0,42,23,0,0,84,48,5,3,3,100
Bad,70,118,6,52,24,0,0,88,-8,6,6,26,5,38,1,2,2,54,-8,2,1,1,60
Bad,57,74,5,30,14,1,0,94,63,6,5,16,3,44,0,0,0,96,61,7,2,1,91
Good,53,325,21,114,24,0,0,80,0,4,6,26,0,24,-7,1,1,82,79,9,4,6,82
Good,73,280,8,104,49,0,0,96,60,6,6,52,1,23,2,2,2,51,91,4,2,1,43
Good,-9,17,17,17,1,0,0,100,-7,9,8,1,0,100,0,0,0,-8,-8,-8,-8,-8,-8
Good,64,160,83,170,8,2,2,70,18,6,2,11,0,0,-7,0,0,84,-8,1,-8,1,100
Bad,61,141,3,72,24,1,1,74,4,4,4,27,2,33,-7,1,1,35,89,6,3,3,77
Bad,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Good,92,406,8,149,12,0,0,100,-7,7,8,13,1,38,0,2,2,5,92,1,1,0,50
Good,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Good,69,127,4,59,35,2,1,95,26,6,3,38,4,37,4,2,2,42,87,6,3,2,75
Bad,74,88,4,38,9,0,0,100,-7,7,8,10,3,50,0,1,1,37,8,3,2,1,83
Bad,75,138,18,61,10,1,0,73,13,6,5,11,0,18,0,1,0,0,-8,1,1,1,50
Good,71,193,37,105,9,0,0,78,11,4,6,9,0,44,-8,0,0,39,12,2,2,0,67
Bad,68,116,21,59,31,2,2,97,15,6,6,33,0,52,0,1,1,16,44,2,6,0,75
Bad,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Bad,78,212,36,96,11,0,0,100,-7,7,8,13,0,15,4,1,1,50,-8,4,1,2,71
Good,77,177,1,59,41,0,0,100,-7,7,8,43,6,9,0,3,3,3,-8,8,1,1,33
Good,86,29,20,65,11,0,0,100,-7,7,8,1,0,36,20,0,0,0,49,0,2,0,25
Bad,69,192,2,106,27,3,1,88,15,5,4,32,5,53,-7,2,2,15,23,4,4,0,67
Bad,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Good,78,297,5,71,21,0,0,95,-8,6,6,22,2,14,0,2,2,42,-8,2,-8,0,40
Good,69,225,14,88,30,0,0,100,-7,7,8,32,0,20,0,2,1,57,68,9,1,3,71
Bad,62,200,2,78,30,0,0,90,5,4,6,31,2,26,0,0,0,53,-8,6,1,0,54
Bad,75,98,3,56,20,0,0,95,69,6,6,20,2,20,0,0,0,16,-8,3,-8,1,33
Bad,77,349,3,77,36,0,0,97,21,6,6,7,1,22,0,1,1,4,56,4,2,0,46
Good,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Bad,80,226,2,66,35,0,0,100,-7,7,8,36,2,47,0,0,0,2,77,5,7,0,62
Bad,66,54,6,28,10,1,1,100,-7,7,8,10,1,50,-7,2,2,74,57,3,2,1,83
Bad,62,-8,2,14,3,0,0,100,-7,7,8,0,3,0,0,1,1,61,-8,4,-8,2,100
Bad,63,62,4,20,7,2,2,88,26,6,2,8,4,50,0,1,1,43,77,3,2,0,100
Good,84,196,3,74,17,0,0,94,36,6,6,17,1,53,1,3,3,0,74,0,3,0,50
Bad,76,75,7,44,23,0,0,92,12,6,6,24,2,13,0,0,0,0,77,2,2,0,25
Bad,60,21,9,13,3,1,1,100,-7,6,8,3,2,33,-7,0,0,94,-8,2,1,2,100
Good,67,284,5,84,44,0,0,100,-7,7,8,45,1,27,2,1,1,48,50,11,3,4,70
Good,69,240,15,97,29,0,0,100,-7,7,8,29,0,10,-7,0,0,84,-8,6,1,4,90
Bad,67,248,9,45,30,1,0,94,28,6,5,28,2,16,-7,0,0,40,77,6,4,1,45
Good,80,214,8,74,17,0,0,100,-7,7,8,28,1,35,0,1,1,31,83,3,2,1,56
Bad,69,198,3,111,21,1,1,100,-7,0,8,23,3,26,-7,1,1,5,-8,2,2,0,57
Bad,62,171,5,92,52,1,0,90,4,3,5,58,2,47,-7,0,0,28,32,7,7,0,78
Bad,75,133,10,59,12,1,0,77,46,6,5,14,2,54,-7,0,0,60,15,3,3,0,86
Good,72,106,2,34,15,0,0,100,-7,7,8,16,4,25,0,1,1,21,73,4,3,0,58
Bad,56,91,16,54,4,6,2,27,12,6,3,11,0,55,0,8,8,104,86,2,1,1,100
Good,73,121,7,57,20,1,1,100,-7,7,8,21,1,50,0,0,0,6,54,2,4,0,86
Good,89,154,8,78,6,0,0,100,-7,7,8,6,1,17,0,0,0,9,-8,1,1,0,50
Good,70,136,21,89,23,0,0,96,58,6,6,24,0,25,0,0,0,72,49,5,3,2,62
Good,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Good,86,160,14,82,15,0,0,100,-7,7,8,15,0,20,0,1,1,31,56,2,2,0,50
Good,85,329,24,151,16,0,0,94,61,6,6,16,0,13,-8,0,0,2,77,1,1,0,29
Bad,70,346,3,94,38,1,1,85,23,5,6,40,2,26,0,1,1,36,18,9,2,1,69
Good,80,253,8,97,14,0,0,100,-7,7,8,14,1,57,3,1,1,57,-8,3,-8,-8,100
Good,88,191,12,114,22,0,0,100,-7,7,8,22,0,0,0,0,0,10,-8,2,-8,0,14
Bad,75,146,2,58,18,0,0,100,-7,7,8,20,3,55,0,6,6,47,98,2,4,1,75
Good,70,51,11,36,8,0,0,100,-7,7,8,8,1,75,0,1,1,-8,74,-8,2,-8,100
Good,89,396,15,129,15,0,0,100,-7,7,8,15,0,13,-8,0,0,3,-8,2,1,0,33
Bad,56,206,13,61,21,2,2,90,3,4,6,21,0,29,-7,1,0,64,50,7,2,4,69
Bad,78,21,4,13,11,0,0,100,-7,7,8,11,5,64,0,3,3,7,-8,3,-8,0,75
Good,65,209,8,56,41,1,1,98,2,0,2,47,4,38,-7,0,0,0,69,3,6,0,43
Bad,64,112,3,37,15,0,0,93,20,6,6,15,4,33,0,1,1,38,93,2,3,1,45
Good,60,194,25,78,16,0,0,65,2,4,6,20,0,25,0,1,1,46,15,6,3,1,82
Good,64,156,2,60,22,0,0,91,16,6,6,23,3,13,2,3,3,74,91,7,3,1,91
Bad,76,82,4,38,15,0,0,94,-8,6,6,16,3,31,0,1,1,13,95,2,2,1,36
Good,61,132,1,53,31,1,1,91,37,0,6,42,6,24,3,3,3,32,72,4,2,2,50
Good,87,254,21,92,26,0,0,100,-7,7,8,26,0,23,0,1,1,0,-8,2,2,0,40
Bad,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Bad,59,101,2,47,32,0,0,97,43,6,6,33,7,33,0,1,1,38,81,7,4,2,58
Good,73,337,4,110,6,2,0,67,26,6,5,9,2,67,0,1,1,-8,82,-8,3,-8,100
Good,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Bad,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Bad,92,252,60,186,13,0,0,100,-7,7,8,13,0,15,-7,0,0,0,-8,0,1,-8,20
Bad,77,141,3,77,29,0,0,100,-7,7,8,31,3,42,0,0,0,33,85,4,2,2,55
Bad,59,221,4,78,12,4,1,61,27,6,3,19,3,26,0,2,2,88,87,10,2,5,100
Good,91,178,100,132,5,0,0,100,-7,7,8,7,0,71,3,1,1,0,-8,0,-8,0,0
Good,69,369,12,132,20,0,0,80,2,4,6,20,0,15,0,0,0,23,31,7,2,0,64
Good,65,165,2,43,25,0,0,100,-7,7,8,26,7,15,0,2,1,35,96,7,3,2,59
Bad,74,202,9,89,27,0,0,100,-7,7,8,34,1,15,-7,0,0,51,-8,6,1,3,67
Good,77,155,20,94,13,0,0,100,-7,7,8,15,0,53,0,0,0,42,55,3,1,0,50
Bad,59,71,2,35,16,0,0,100,-7,7,8,18,2,44,0,1,1,70,37,9,4,2,93
Good,74,243,9,84,31,0,0,100,-7,7,8,33,1,30,-7,0,0,80,90,8,3,5,85
Bad,62,166,1,48,43,0,0,100,-7,7,8,44,6,41,0,10,10,55,84,6,4,5,59
Bad,73,407,2,72,29,0,0,90,6,4,6,59,2,10,1,4,4,0,56,3,1,0,31
Good,61,117,1,59,19,4,1,83,38,6,5,25,3,46,-7,1,1,76,61,7,2,5,90
Bad,61,230,4,70,56,1,1,100,-7,6,8,70,4,9,6,0,0,73,26,29,2,8,82
Good,65,54,2,26,20,0,0,95,29,6,6,22,5,27,1,4,4,36,84,5,2,2,47
Good,81,261,11,110,27,0,0,96,53,6,6,27,1,22,0,0,0,23,13,11,2,0,65
Bad,72,275,12,80,4,0,0,80,9,4,6,5,0,60,0,0,0,56,58,1,2,1,75
Bad,69,148,4,66,41,0,0,100,-7,7,8,41,4,10,-7,1,1,32,60,7,3,1,50
Bad,68,145,15,67,18,2,1,90,8,1,3,20,0,85,-7,3,3,0,64,0,3,-8,75
