RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
Good,64,165,1,52,9,2,2,82,28,6,4,12,1,18,0,2,2,9,100,2,1,0,50
Good,79,133,2,60,38,0,0,100,-7,7,8,37,2,8,1,4,4,12,-8,3,-8,1,27
Bad,60,62,1,36,4,0,0,50,6,4,6,6,1,17,-7,2,2,86,-8,2,1,1,75
Good,68,288,3,108,19,0,0,86,2,4,6,37,3,10,2,1,1,6,101,4,1,0,38
Good,87,150,27,77,27,0,0,100,-7,7,8,27,0,30,2,1,1,4,3,4,2,0,55
Bad,67,85,2,40,23,1,1,100,-7,6,8,24,3,83,-7,2,1,82,79,1,9,1,92
Good,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Bad,63,123,2,40,5,1,1,86,29,6,4,7,4,43,-7,0,0,77,-8,3,1,1,100
Good,77,174,10,98,19,0,0,100,-7,7,8,21,2,33,0,1,1,33,50,7,2,0,75
Good,85,216,26,89,14,0,0,100,-7,7,8,15,0,33,0,0,0,25,-8,2,1,0,50
Bad,62,164,9,47,13,0,0,100,-7,7,8,13,3,31,0,1,1,81,87,5,2,4,88
Good,63,227,1,72,39,0,0,86,4,4,6,42,2,38,10,0,0,35,93,3,3,0,40
Good,82,252,51,191,13,0,0,77,21,6,6,13,0,8,-7,0,0,4,-8,1,1,0,38
Bad,63,137,5,70,10,4,4,92,6,0,2,13,1,75,-7,1,1,68,90,1,3,0,100
Bad,66,160,7,50,16,1,1,89,24,6,3,18,1,44,1,4,4,62,-8,6,-8,1,100
Bad,73,379,1,129,23,4,3,86,42,6,2,29,1,52,0,3,3,33,-8,7,2,1,69
Good,83,178,5,84,13,0,0,100,-7,7,8,13,2,46,-8,0,0,18,-8,2,1,0,75
Good,63,159,13,81,41,1,0,95,8,3,5,42,0,40,13,0,0,71,83,5,3,4,53
Bad,62,81,5,40,17,0,0,89,15,6,6,18,1,33,0,2,2,79,63,5,2,2,88
Bad,65,-8,3,101,19,0,0,90,5,4,6,21,3,43,15,0,0,59,-8,4,1,3,50
Bad,63,380,5,125,16,0,0,71,7,4,6,17,1,18,0,1,1,66,-8,4,1,3,50
Bad,80,194,9,96,20,0,0,100,-7,7,8,21,1,30,-7,1,1,16,66,5,1,0,55
Good,78,188,25,69,17,0,0,83,22,6,6,18,0,44,0,0,0,6,43,1,4,0,71
Bad,72,149,14,52,22,1,1,95,19,6,6,23,0,68,0,0,0,28,91,5,4,0,100
Good,90,246,5,81,9,0,0,100,-7,7,8,9,1,11,13,0,0,10,-8,2,-8,0,50
Bad,64,91,4,55,19,1,1,90,0,0,2,20,2,50,0,2,2,24,81,6,3,1,82
Good,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Good,71,253,12,161,11,1,1,92,19,6,6,13,0,31,-7,0,0,97,30,4,1,1,100
Bad,71,183,2,116,29,0,0,100,-7,7,8,31,1,39,-7,2,2,42,97,3,2,0,75
Good,70,76,6,37,22,0,0,100,-7,7,8,23,2,26,0,1,1,28,41,9,2,1,79
Bad,62,136,6,72,29,1,1,97,8,4,6,32,3,60,6,0,0,37,87,3,10,1,93
Bad,59,136,6,42,18,0,0,89,17,6,6,18,4,28,0,1,1,44,99,5,2,3,50
