RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
Good,77,64,2,79,43,0,0,98,76,6,6,14,2,18,9,0,0,9,74,9,2,0,48
Bad,64,107,6,38,10,2,2,83,41,6,2,12,4,25,0,1,1,42,90,4,2,1,75
Good,88,215,12,102,11,0,0,100,-7,7,8,11,0,36,-7,1,1,4,-8,3,1,0,80
Bad,67,324,7,103,19,1,0,86,23,6,5,22,3,32,1,1,1,77,78,10,3,4,100
Bad,48,155,26,79,32,10,10,82,1,0,2,40,0,29,0,2,2,88,86,7,10,3,77
Bad,56,68,4,25,22,0,0,91,31,6,6,22,8,27,0,2,2,81,91,9,3,3,71
Good,87,467,10,65,17,0,0,100,-7,7,8,17,1,12,-8,0,0,1,38,2,1,0,23
Bad,58,20,4,11,4,2,2,88,23,6,4,8,4,88,2,1,1,-8,103,-8,4,-8,100
Good,85,83,18,50,20,0,0,100,-7,7,8,20,0,50,-7,1,1,5,58,1,4,0,50
Good,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Bad,63,246,5,113,10,0,0,90,5,4,6,10,1,20,6,0,0,97,-8,5,1,4,86
Good,72,262,10,91,45,0,0,98,48,6,6,51,3,18,0,6,6,62,-8,6,-8,3,67
Good,70,316,2,104,37,0,0,100,-7,7,8,38,4,5,2,3,2,43,99,8,2,2,56
Bad,79,138,138,138,1,0,0,100,-7,7,8,1,0,100,-8,0,0,-8,-8,-8,1,-8,100
Good,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Bad,63,94,1,28,17,0,0,100,-7,7,8,25,2,56,1,5,5,82,70,6,2,2,100
Bad,72,234,12,113,42,2,2,96,35,6,2,45,0,20,6,0,0,19,-8,4,1,0,38
Good,81,291,6,65,5,0,0,80,67,6,6,10,1,40,-7,0,0,1,-8,2,1,0,75
Good,84,295,2,82,34,0,0,100,-7,7,8,37,4,22,3,1,1,4,-8,2,1,0,30
Bad,84,106,11,64,22,0,0,100,-7,7,8,23,1,26,0,1,1,0,-8,0,-8,0,0
Good,86,188,19,92,25,0,0,100,-7,7,8,15,0,19,0,1,1,0,58,1,3,1,38
Bad,55,153,2,97,26,0,0,78,14,6,6,27,2,33,0,2,2,84,30,8,3,5,86
Bad,67,87,12,44,20,0,0,90,11,4,6,20,0,35,0,1,1,31,73,3,3,1,60
Bad,70,112,1,45,15,0,0,94,21,6,6,16,2,38,0,1,1,39,82,5,3,1,73
Bad,55,161,24,80,14,1,1,69,1,4,3,21,0,31,2,1,1,86,36,3,2,2,100
Bad,67,209,2,96,16,3,2,86,23,6,3,22,4,50,1,4,4,42,89,2,2,1,67
Good,65,275,2,81,42,0,0,93,15,6,6,44,5,50,0,3,3,63,77,4,6,1,71
Good,74,215,7,99,28,1,1,97,24,6,2,31,1,42,4,1,1,1,-8,1,1,0,20
Good,88,490,4,181,12,0,0,92,36,6,6,12,1,42,-8,0,0,2,96,2,1,0,75
Bad,64,236,9,109,25,0,0,92,18,5,6,26,1,38,-7,3,3,81,49,13,3,6,100
Bad,56,233,6,194,8,1,1,60,0,4,2,17,1,20,-7,0,0,25,-8,2,-8,0,40
Good,59,247,4,92,31,4,3,97,44,6,5,33,3,21,2,4,3,53,-8,5,1,3,47
Bad,81,139,17,175,17,0,0,89,-8,5,6,23,0,11,0,1,1,1,22,6,2,0,53
Good,67,203,45,144,12,1,1,86,2,0,2,23,0,36,-7,0,0,76,90,3,2,0,83
Bad,62,275,0,95,30,0,0,87,1,4,6,38,4,24,17,0,0,43,47,8,2,5,63
Bad,68,189,12,49,6,4,4,100,-7,6,8,6,0,50,0,1,1,62,90,1,2,-8,75
