RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
Good,80,216,6,84,33,0,0,100,-7,7,8,33,2,27,0,4,4,2,140,3,1,0,57
Bad,85,59,21,90,9,0,0,100,-7,7,8,19,0,56,-8,0,0,0,70,0,2,-8,67
Good,80,256,27,120,17,0,0,100,-7,7,8,17,0,6,0,3,2,34,-8,3,1,1,45
Bad,62,147,3,41,8,1,1,89,25,5,2,9,2,44,0,1,1,97,84,4,3,1,100
Good,86,206,18,100,18,0,0,100,-7,7,8,24,0,38,-7,2,2,0,-8,0,1,0,50
Bad,57,118,16,54,2,7,7,20,10,4,2,10,0,40,0,4,4,40,33,1,3,0,83
Bad,57,147,4,73,27,1,1,97,1,0,2,31,2,48,0,4,4,44,87,3,2,3,56
Bad,72,118,3,47,22,0,0,83,6,4,6,23,4,65,0,1,0,3,83,3,3,0,88
Good,80,220,5,105,32,0,0,100,-7,7,8,32,2,41,0,0,0,36,54,3,4,1,58
Good,70,160,4,76,25,0,0,96,36,6,6,25,2,16,6,0,0,47,43,7,3,1,67
Bad,65,302,16,91,43,2,2,91,11,4,2,45,0,44,0,0,0,25,61,10,4,1,67
Bad,69,136,14,73,16,4,3,70,62,6,2,20,0,50,1,1,1,3,86,1,2,0,60
Bad,80,318,10,79,28,0,0,96,15,6,6,28,2,21,-7,1,1,7,-8,6,-8,0,29
