RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
Good,87,308,3,90,27,0,0,97,-7,6,7,30,1,40,-8,0,0,19,62,5,3,0,67
Good,69,158,8,64,22,1,1,100,-7,6,8,22,1,18,0,0,0,17,51,6,2,0,56
Good,58,10,10,10,3,0,0,100,-7,7,8,3,3,100,-7,1,1,-8,86,-8,3,-8,100
Good,83,139,2,67,26,0,0,100,-7,7,8,30,2,23,-7,1,1,9,13,2,2,0,45
Bad,68,45,4,20,12,0,0,100,-7,7,8,14,3,50,0,0,0,40,90,5,3,1,100
Good,66,43,4,24,21,0,0,100,-7,7,8,21,5,33,0,5,5,37,83,4,2,1,58
Bad,69,217,14,93,18,0,0,80,10,4,6,20,0,45,0,5,4,20,24,4,3,1,78
Bad,63,175,7,62,13,1,1,71,16,6,6,14,2,64,0,6,6,50,100,5,3,0,100
Good,69,214,3,101,16,0,0,95,2,4,6,19,1,32,0,2,2,53,58,4,3,1,78
Good,60,186,3,71,19,1,0,70,11,4,5,24,1,48,18,0,0,53,22,4,4,1,89
Good,75,126,9,64,7,0,0,100,-7,7,8,7,1,57,0,0,0,101,59,2,3,2,100
Bad,89,496,8,140,20,0,0,100,-7,7,8,22,1,0,0,2,1,7,-8,3,-8,0,27
Bad,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Bad,66,127,2,69,17,0,0,94,16,6,6,18,4,33,-7,3,3,42,81,3,4,3,58
Good,75,301,11,117,14,0,0,93,7,4,6,10,1,20,-8,0,0,15,-8,5,1,0,75
Bad,91,108,58,226,4,0,0,100,-7,7,8,3,0,0,17,0,0,1,-8,1,-8,-8,25
Good,92,206,8,122,11,0,0,100,-7,7,8,20,1,15,1,1,1,1,-8,2,1,0,60
Bad,63,437,6,154,10,3,1,77,8,2,4,27,1,38,5,0,0,36,31,5,3,0,80
Good,87,302,14,151,20,0,0,100,-7,7,8,20,0,30,0,0,0,18,-8,3,2,0,50
Good,74,151,13,66,45,0,0,100,-7,7,8,46,0,9,0,0,0,19,-8,7,1,3,50
Good,74,189,3,67,41,0,0,100,-7,7,8,59,5,31,-7,3,3,31,61,6,5,1,72
Good,81,165,2,67,36,0,0,100,-7,7,8,33,4,22,9,0,0,7,33,6,3,0,75
Good,73,252,2,126,38,1,0,98,38,6,5,49,6,38,-7,4,4,11,92,10,5,1,71
Good,72,210,7,76,25,0,0,92,23,6,6,25,3,40,0,3,3,25,79,3,3,1,50
Bad,62,181,9,70,9,1,0,60,6,4,5,10,1,60,-7,1,1,64,11,2,2,1,100
Bad,83,182,18,89,8,0,0,100,-7,7,8,8,0,13,0,4,4,28,-8,1,-8,0,20
Bad,70,83,7,48,7,1,0,88,40,6,5,8,1,13,2,1,1,38,-8,3,1,0,67
Good,82,163,3,67,46,0,0,100,-7,7,8,47,1,17,4,1,1,14,-8,3,1,0,25
Good,83,265,3,90,17,0,0,100,-7,7,8,17,2,18,4,1,1,18,-8,4,2,0,75
Good,80,179,3,76,40,0,0,100,-7,7,8,41,4,24,0,0,0,22,24,7,2,2,60
Bad,66,190,2,73,25,5,5,88,63,6,2,35,3,59,0,2,2,94,121,4,4,1,100
Bad,56,161,4,59,57,0,0,93,10,6,6,59,5,22,0,2,2,33,-8,17,2,3,51
Bad,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Bad,74,158,8,88,37,0,0,97,24,6,6,4,1,42,0,2,2,37,56,3,4,1,78
Bad,86,138,8,73,14,0,0,100,-7,7,8,14,1,14,0,0,0,18,-8,5,1,0,75
Bad,76,14,2,10,2,0,0,100,-7,7,8,3,1,67,0,0,0,31,88,1,2,0,100
Good,74,462,5,66,20,0,0,90,38,6,6,27,2,20,4,2,2,41,-8,4,1,2,83
Good,85,227,6,91,35,0,0,100,-7,7,8,35,4,43,0,2,2,2,80,3,2,0,38
Good,81,300,2,90,18,0,0,100,-7,7,8,19,4,21,2,1,1,17,-8,3,1,1,31
Bad,71,83,2,33,23,0,0,96,-8,6,6,26,5,23,0,11,11,23,92,4,3,0,47
Good,85,171,17,81,22,0,0,100,-7,7,8,22,0,32,-7,0,0,17,-8,1,1,0,40
Good,75,224,19,97,21,0,0,100,-7,7,8,21,0,33,-7,0,0,57,49,2,2,2,36
Good,89,118,5,56,9,0,0,100,-7,7,8,9,1,22,6,0,0,0,-8,1,-8,0,17
Good,66,209,19,89,29,0,0,83,6,4,6,30,0,50,3,1,1,43,74,8,8,1,94
Good,55,248,15,62,19,2,1,86,3,0,5,22,0,64,0,2,2,8,31,1,2,0,75
Good,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Bad,79,198,41,83,14,0,0,100,-7,7,8,17,0,29,-7,0,0,53,-8,4,1,1,71
Bad,56,256,5,88,38,0,0,79,4,4,6,39,2,23,0,2,2,25,67,11,5,3,59
Bad,67,70,1,43,3,0,0,100,-7,7,8,4,1,50,0,8,8,100,-8,1,1,-8,100
Bad,66,203,7,62,42,0,0,100,-7,7,8,29,1,48,7,0,0,55,69,7,7,3,93
Bad,70,159,3,62,29,0,0,86,1,4,6,29,6,48,-7,1,1,9,69,2,6,2,57
Bad,68,39,7,24,7,0,0,100,-7,7,8,7,2,29,0,1,0,85,-8,2,1,2,75
Bad,75,97,29,68,17,0,0,100,-7,7,8,17,0,47,0,1,1,-8,59,-8,3,-8,100
Good,90,501,10,161,11,0,0,100,-7,7,8,11,1,27,-8,0,0,9,-8,1,1,0,25
Good,64,216,2,86,18,5,1,60,42,6,4,25,2,36,0,4,3,40,58,1,4,1,60
Bad,68,164,12,78,48,1,1,94,6,4,6,50,0,29,0,2,2,67,56,4,10,2,74
Bad,77,117,3,55,18,0,0,89,12,6,6,19,1,53,0,3,3,29,65,3,4,0,88
Good,82,244,34,120,12,0,0,92,20,6,6,12,0,33,0,0,0,13,-8,1,1,-8,50
Good,84,394,2,106,23,0,0,92,33,5,6,25,1,40,0,0,0,11,66,5,4,0,75
Good,79,96,3,49,29,0,0,100,-7,7,8,32,3,50,-7,2,2,20,81,5,4,1,75
Bad,52,132,13,62,21,1,1,86,5,4,2,22,0,32,0,1,1,41,90,10,2,1,80
Bad,66,183,17,62,28,0,0,100,-7,7,8,29,0,28,12,0,0,86,54,8,2,8,91
Good,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Good,72,226,8,80,26,0,0,96,36,6,6,27,3,26,9,0,0,44,78,4,3,1,75
Bad,70,45,3,27,3,0,0,100,-7,7,8,4,1,67,0,1,1,55,45,1,1,0,100
Bad,66,119,1,47,14,0,0,100,-7,7,8,16,6,38,0,3,3,74,100,5,1,2,86
Bad,65,53,4,27,16,0,0,100,-7,7,8,16,5,44,0,2,2,73,79,5,4,2,100
Good,90,332,14,145,8,0,0,100,-7,7,8,8,0,38,-8,0,0,4,24,2,1,0,60
Bad,76,182,0,89,41,0,0,100,-7,7,8,44,3,27,0,3,3,40,100,5,4,3,50
Good,88,300,12,110,19,0,0,100,-7,7,8,19,0,42,11,0,0,7,-8,2,1,0,50
Bad,58,58,3,22,16,0,0,100,-7,7,8,16,5,19,0,4,4,66,95,10,2,2,86
Bad,65,604,13,194,43,0,0,91,2,4,6,45,0,36,0,1,1,16,78,12,4,2,74
Bad,86,219,4,79,19,0,0,95,-8,6,6,19,1,32,-7,2,2,2,-8,1,-8,0,14
Good,72,334,2,69,19,0,0,100,-7,7,8,59,4,15,0,2,2,51,-8,3,-8,1,50
Bad,62,185,8,83,58,2,2,92,30,5,2,60,4,73,0,0,0,109,79,9,8,4,100
Good,69,344,3,103,24,1,0,85,9,3,5,27,2,30,0,1,1,38,70,4,3,0,73
Good,61,124,2,56,7,2,1,70,12,6,4,10,1,40,-7,1,0,72,-8,2,2,1,67
Bad,73,420,97,208,7,0,0,88,64,6,6,8,0,25,0,0,0,76,-8,3,-8,2,75
Bad,68,160,6,71,26,2,1,84,37,6,5,31,3,45,-7,0,0,0,-8,0,1,0,25
Bad,80,102,3,61,7,0,0,100,-7,7,8,7,1,71,-7,3,3,-8,48,-8,3,-8,100
Bad,68,41,4,23,7,1,1,100,-7,6,8,7,2,14,-7,2,2,18,6,4,1,0,71
Bad,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Bad,70,296,23,164,13,1,1,92,45,6,6,13,0,31,-7,1,0,39,2,3,2,1,63
Good,75,154,5,76,16,0,0,94,42,6,6,18,2,12,4,2,2,42,-8,4,-8,1,50
Good,64,136,0,21,13,0,0,100,-7,7,8,29,5,43,-7,0,0,58,73,4,2,3,75
Good,65,168,2,49,13,2,2,100,-7,0,8,34,3,31,0,4,4,1,80,1,2,0,38
Bad,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Good,84,166,7,92,10,0,0,100,-7,7,8,10,1,40,6,0,0,44,83,2,2,0,80
Bad,73,71,7,41,18,0,0,100,-7,7,8,18,2,56,-7,1,0,38,86,3,3,1,75
Good,62,161,1,60,16,1,0,79,4,4,5,19,5,16,0,1,1,20,25,4,2,0,47
Good,82,274,15,112,15,0,0,100,-7,7,8,15,0,27,-8,0,0,38,-8,3,1,1,50
