RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
Bad,63,27,8,14,6,0,0,86,12,6,6,7,2,43,0,0,0,66,21,2,2,1,80
Bad,63,79,10,30,10,0,0,100,-7,7,8,10,1,30,-7,0,0,88,70,4,2,2,100
Bad,63,84,2,65,25,0,0,96,0,4,6,7,2,50,-7,2,2,46,98,3,1,2,50
Good,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Bad,70,77,2,40,12,2,2,93,25,6,2,14,3,29,1,1,1,9,100,2,1,0,43
Bad,61,281,9,107,22,2,0,79,2,4,5,24,4,42,6,0,0,86,91,3,3,2,78
Bad,80,191,5,76,27,0,0,93,15,6,6,28,1,39,-7,2,2,3,36,3,2,0,67
Good,92,398,76,233,5,0,0,100,-7,7,8,5,0,0,0,0,0,0,-8,0,-8,-8,0
Good,86,232,1,75,21,0,0,100,-7,7,8,23,2,17,0,2,2,1,51,2,2,0,29
Bad,75,146,1,69,16,0,0,100,-7,7,8,20,6,25,-7,2,2,43,98,3,2,0,63
Good,82,178,1,78,24,0,0,92,36,6,6,26,4,27,5,1,1,7,100,5,3,0,57
Bad,78,215,4,88,22,1,0,88,1,4,5,26,2,20,5,0,0,3,-8,3,-8,0,33
Bad,84,307,0,86,18,0,0,95,75,6,6,19,4,21,-7,1,0,7,5,4,2,0,43
Bad,61,358,9,95,31,0,0,91,10,4,6,33,1,39,0,0,0,70,-8,10,1,2,85
Bad,68,28,9,21,3,0,0,100,-7,7,8,3,1,100,0,0,0,-8,-8,-8,2,-8,100
Good,64,298,2,60,28,0,0,90,3,4,6,29,2,45,0,0,0,31,85,6,3,1,69
Bad,66,161,15,65,26,1,0,81,8,4,5,31,0,44,4,3,3,21,79,4,4,0,73
Bad,60,117,4,52,24,2,2,92,7,4,6,27,1,33,0,1,1,32,76,6,3,0,90
Bad,58,38,3,19,13,1,1,93,15,6,4,14,5,64,0,1,1,82,91,2,5,1,100
Bad,79,13,4,8,3,0,0,100,-7,7,8,3,2,33,-7,3,3,2,-8,1,1,0,67
Bad,66,387,57,174,13,1,1,80,26,6,4,15,0,40,1,1,1,38,45,4,2,3,86
Good,73,74,3,50,15,0,0,89,14,6,6,3,3,28,1,1,1,10,-8,2,1,0,38
Bad,65,102,3,39,38,1,1,92,6,4,4,39,9,46,0,13,13,20,86,4,14,1,72
Good,80,400,13,123,34,0,0,100,-7,7,8,34,0,47,0,3,3,5,77,3,4,1,67
Bad,65,148,1,65,16,0,0,100,-7,7,8,17,1,29,4,1,1,79,69,7,5,6,92
Good,79,207,3,51,28,0,0,100,-7,7,8,28,5,29,0,2,2,8,71,2,4,1,40
Good,76,111,15,63,9,0,0,100,-7,7,8,9,0,56,-8,0,0,92,82,2,2,2,100
Bad,65,130,1,59,10,2,1,69,46,6,5,13,3,38,0,1,1,9,94,1,1,-8,60
Bad,70,82,0,48,17,0,0,95,71,6,6,19,2,16,0,7,7,20,-8,5,-8,1,45
Good,84,217,5,90,17,1,0,95,53,6,5,19,1,47,-8,0,0,3,-8,3,2,0,71
Good,72,348,4,100,28,0,0,93,27,6,6,28,1,21,3,1,1,40,-8,14,1,1,100
Bad,82,69,21,41,10,0,0,100,-7,7,8,10,0,10,0,1,1,13,-8,1,1,0,67
Good,73,112,8,50,22,0,0,100,-7,7,8,25,1,29,0,0,0,39,-8,7,2,1,64
Bad,68,374,4,72,21,0,0,95,2,4,6,22,5,36,0,0,0,45,79,5,2,1,70
Bad,76,129,11,52,10,0,0,100,-7,7,8,10,1,60,0,1,1,6,95,2,3,-8,83
Bad,56,95,2,24,15,0,0,100,-7,7,8,19,4,44,4,1,1,73,87,5,6,2,85
Bad,66,67,5,124,19,4,3,90,22,6,5,2,1,35,-7,0,0,4,8,3,2,0,56
Good,71,373,8,102,12,1,1,100,-7,6,8,12,1,33,1,3,3,0,-8,0,1,-8,25
Bad,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Good,84,380,12,159,21,0,0,100,-7,7,8,21,0,10,-7,0,0,13,61,3,1,1,50
Good,80,162,5,58,41,0,0,98,-8,6,6,42,5,60,0,0,0,6,90,3,10,0,64
Bad,64,109,13,65,9,1,1,90,60,6,6,10,0,50,12,0,0,86,39,3,3,1,100
Bad,69,83,14,162,18,0,0,94,46,6,6,17,0,6,5,1,1,60,-8,9,-8,2,69
Bad,88,279,3,75,28,0,0,100,-7,7,8,29,2,24,2,2,2,6,41,3,3,0,40
Good,69,243,2,89,32,0,0,100,-7,7,8,22,4,30,-7,0,0,45,77,9,4,3,59
Bad,73,190,8,113,27,0,0,100,-7,7,8,30,1,23,7,0,0,40,78,9,3,1,68
Bad,70,-8,11,23,6,1,1,100,-7,6,8,6,1,33,-7,0,0,3,47,2,2,0,67
Good,87,251,12,89,22,0,0,100,-7,7,8,36,0,50,-8,0,0,16,27,2,2,0,50
Bad,75,123,12,74,7,0,0,75,7,4,6,8,0,25,0,2,0,17,90,2,1,0,100
Bad,68,256,6,71,34,0,0,97,36,5,6,35,4,23,0,7,5,69,99,9,3,3,80
Good,67,101,6,39,15,0,0,100,-7,7,8,15,2,33,5,1,1,70,-8,7,1,2,89
Good,82,215,7,112,11,1,0,92,53,6,5,13,1,54,6,0,0,29,35,1,2,0,60
Bad,87,174,2,59,16,0,0,100,-7,7,8,19,4,21,0,2,2,10,97,6,2,0,89
Good,81,209,12,78,21,0,0,100,-7,7,8,7,0,18,5,1,1,12,40,6,2,1,62
Good,77,347,5,172,18,0,0,100,-7,7,8,18,1,6,-8,0,0,32,-8,5,1,1,75
Good,88,197,0,87,28,0,0,100,-7,7,8,30,3,23,-7,4,4,0,-8,3,1,0,36
Good,77,256,3,93,37,0,0,92,19,6,6,39,4,23,3,1,1,13,-8,3,1,0,31
Good,74,158,13,72,27,0,0,100,-7,7,8,27,0,41,0,0,0,70,62,3,2,2,63
