RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
Good,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Good,89,259,5,116,20,0,0,100,-7,7,8,21,3,38,4,2,2,1,82,3,3,0,55
Good,51,173,2,81,25,1,0,89,1,3,5,28,2,39,0,2,2,91,54,15,3,11,100
Good,80,378,21,163,20,0,0,100,-7,7,8,21,0,29,17,0,0,45,63,8,2,1,83
Bad,65,209,20,99,20,6,2,79,3,0,2,30,0,50,0,1,1,27,54,4,9,0,81
Good,81,17,12,39,12,0,0,100,-7,7,8,2,0,15,14,0,0,4,83,4,2,0,67
Good,81,167,8,77,19,0,0,95,21,6,6,20,1,30,0,1,1,11,-8,1,1,0,40
Good,86,208,3,96,38,0,0,100,-7,7,8,38,2,8,-8,0,0,0,-8,1,1,0,13
Good,84,219,18,61,10,0,0,100,-7,7,8,10,0,10,-8,0,0,13,-8,6,1,0,78
Good,86,318,18,90,13,0,0,100,-7,7,8,13,0,62,0,0,0,0,44,0,2,-8,50
Bad,74,148,3,47,24,0,0,100,-7,7,8,67,6,32,-7,1,1,0,-8,0,4,0,40
Bad,72,259,5,91,26,1,1,96,15,0,2,28,1,30,0,0,0,51,95,5,2,1,70
Bad,73,179,5,102,34,0,0,100,-7,7,8,34,1,15,0,0,0,65,-8,6,-8,2,40
Bad,60,352,0,120,19,0,0,81,1,4,6,21,5,24,0,7,7,18,35,9,2,3,85
Good,68,81,3,34,25,0,0,100,-7,7,8,25,6,32,2,2,2,25,72,9,4,1,65
Bad,62,135,8,59,15,2,2,81,4,4,6,16,1,81,0,11,10,13,59,2,4,0,100
Good,76,201,8,71,38,0,0,97,51,6,6,39,5,36,0,0,0,0,47,1,5,0,35
Good,72,159,6,79,36,1,1,97,13,0,2,37,2,19,3,2,2,13,74,9,3,1,62
Bad,73,379,1,129,23,4,3,86,42,6,2,29,1,52,0,3,3,33,-8,7,2,1,69
Bad,67,188,7,123,21,0,0,77,36,6,6,22,3,9,0,1,1,68,-8,5,-8,2,83
Good,57,154,6,82,12,2,0,63,7,4,5,16,1,63,0,0,0,85,70,3,4,1,88
Bad,70,315,3,108,7,2,1,80,48,6,4,10,2,30,0,2,2,94,-8,2,1,1,100
Bad,68,21,13,16,3,0,0,67,3,4,6,3,0,67,0,0,0,0,76,0,2,0,67
Bad,69,257,2,111,10,2,0,71,0,4,5,14,1,43,-7,1,1,51,-8,3,1,0,80
Good,89,169,8,56,13,0,0,100,-7,7,8,14,1,14,17,0,0,11,-8,1,-8,0,20
Bad,68,264,17,106,22,0,0,88,78,6,6,26,0,46,0,0,0,64,65,5,3,3,90
Good,76,183,1,65,30,0,0,100,-7,7,8,32,3,19,-7,2,2,21,100,3,2,0,50
Good,86,166,2,77,9,0,0,100,-7,6,8,10,1,40,0,5,5,7,-8,1,1,0,33
Good,61,165,2,65,24,0,0,93,24,6,6,27,6,26,-7,3,3,68,99,14,3,3,85
Bad,86,379,8,176,24,0,0,100,-7,7,8,27,1,22,0,0,0,0,-8,2,-8,0,20
Good,79,150,5,43,25,0,0,100,-7,7,8,25,5,60,0,0,0,18,90,2,5,0,47
Good,86,275,13,87,18,0,0,100,-7,7,8,18,0,33,0,0,0,8,-8,4,-8,0,50
Bad,66,57,4,31,7,2,2,100,-7,6,8,7,1,57,0,0,0,-8,86,-8,3,-8,100
Bad,73,283,2,105,20,0,0,95,6,4,6,22,2,33,1,1,1,29,65,3,2,1,63
