RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
Good,87,353,12,109,17,0,0,100,-7,7,8,17,0,12,2,1,1,3,-8,3,1,0,44
Good,75,154,5,76,16,0,0,94,42,6,6,18,2,12,4,2,2,42,-8,4,-8,1,50
Bad,84,220,3,94,37,0,0,97,12,6,6,37,3,30,9,0,0,5,95,1,3,0,40
Bad,66,269,0,61,40,0,0,98,59,6,6,46,4,17,0,1,1,49,72,6,3,3,45
Bad,87,211,16,139,19,0,0,95,13,6,6,20,0,35,4,2,1,3,-8,2,1,0,33
Bad,63,229,1,111,42,2,0,87,10,4,5,48,2,30,-7,2,2,42,37,9,2,5,50
Bad,55,-8,17,82,14,2,1,69,6,3,5,0,0,56,-7,0,0,88,78,5,2,3,88
Good,82,189,10,82,16,0,0,100,-7,7,8,16,1,44,3,1,1,12,-8,2,2,0,44
Good,89,255,32,106,9,0,0,100,-7,7,8,9,0,22,0,1,1,2,-8,2,1,-8,100
Bad,84,212,11,82,13,0,0,87,55,6,6,15,1,47,10,0,0,5,-8,1,1,0,67
Good,82,274,5,104,38,0,0,100,-7,7,8,40,2,25,3,2,2,29,-8,5,1,1,60
Bad,76,177,3,53,28,0,0,100,-7,7,8,29,4,64,-7,2,2,1,81,3,11,0,82
Bad,72,546,5,98,25,0,0,85,4,4,6,31,3,19,6,0,0,6,-8,4,1,0,43
Good,74,502,25,191,13,1,0,93,25,6,5,14,0,0,-8,0,0,51,-8,3,-8,1,33
Bad,85,209,5,85,21,0,0,100,-7,7,8,21,1,57,-8,0,0,12,45,7,2,0,90
Good,56,274,3,95,43,0,0,89,0,4,6,44,4,23,0,1,1,58,47,13,6,7,72
Good,84,170,18,86,19,0,0,100,-7,7,8,22,0,32,3,1,1,28,-8,2,1,0,50
Bad,77,235,3,75,21,0,0,100,-7,7,8,21,2,29,-7,1,1,36,-8,3,2,0,67
Bad,70,391,6,66,17,3,3,100,-7,7,8,37,3,41,-7,1,1,1,72,1,2,0,71
Good,60,154,5,76,35,3,1,82,4,4,4,38,3,34,4,1,1,26,3,6,2,2,89
Good,73,209,11,84,22,1,0,87,29,6,5,23,1,43,0,1,1,6,84,2,2,1,31
Bad,64,165,1,71,15,1,1,83,4,4,3,20,2,33,-7,3,3,57,-8,4,1,2,45
Bad,64,152,3,80,31,0,0,94,3,4,6,42,2,22,12,0,0,18,-8,6,1,1,50
Good,72,345,8,88,54,1,1,98,33,0,6,52,2,24,6,0,0,10,39,3,4,0,67
Good,70,110,3,58,32,2,1,86,27,6,3,36,3,40,15,0,0,44,80,6,7,2,93
Bad,72,171,3,68,21,0,0,96,49,6,6,24,4,33,0,4,4,36,22,4,2,1,67
Bad,84,362,11,114,33,0,0,97,25,6,6,35,1,40,0,3,3,1,89,2,2,0,36
Good,87,270,15,98,29,0,0,100,-7,7,8,29,0,7,5,0,0,0,-8,0,-8,0,0
Good,89,245,184,215,2,0,0,100,-7,7,8,37,0,0,22,0,0,3,-8,1,-8,0,50
Bad,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Good,74,199,1,47,31,0,0,100,-7,7,8,33,5,27,0,2,2,17,66,4,3,1,54
Good,71,160,4,68,31,0,0,100,-7,7,8,31,3,35,1,1,1,61,35,5,3,1,80
Good,86,340,4,71,27,0,0,100,-7,7,8,35,2,19,4,1,1,14,83,8,1,0,75
Bad,57,331,11,117,16,0,0,82,2,4,6,17,1,53,0,0,0,60,41,6,2,3,100
Bad,76,130,2,72,13,0,0,93,7,4,6,14,1,43,-7,0,0,21,-8,2,1,0,60
Good,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Good,63,263,1,84,33,1,0,86,7,4,2,35,3,34,0,1,1,36,48,8,3,3,59
