RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
Bad,68,223,11,86,20,0,0,91,41,6,6,22,1,50,1,3,3,83,37,3,8,2,79
Bad,70,245,9,72,16,0,0,83,38,6,6,18,2,39,0,3,3,32,56,3,5,0,62
Bad,65,330,1,113,17,2,2,89,25,6,6,21,2,16,0,1,1,54,100,5,1,2,78
Good,67,220,7,61,30,0,0,97,32,6,6,30,5,53,1,4,4,50,70,6,9,2,88
Bad,65,84,17,46,26,0,0,85,11,4,6,27,0,37,-7,0,0,63,77,4,5,0,75
Bad,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Good,69,284,3,84,27,1,1,100,-7,7,8,31,2,50,0,3,3,51,71,3,3,1,86
Bad,60,141,5,66,12,7,5,59,19,6,3,18,4,35,0,3,3,22,-8,2,-8,0,50
Good,88,192,2,90,17,0,0,100,-7,7,8,18,1,33,1,2,2,9,66,2,2,0,44
Bad,54,209,55,97,19,8,6,56,23,6,2,27,0,7,0,0,0,14,-8,4,1,0,33
Good,76,258,3,90,40,2,1,91,74,6,4,35,9,23,6,0,0,28,-8,8,2,1,50
Good,84,223,1,75,18,0,0,100,-7,7,8,20,2,40,0,0,0,10,-8,4,1,1,71
Good,68,121,8,45,13,0,0,85,9,4,6,13,2,15,0,3,3,26,-8,1,2,0,60
Bad,57,303,2,37,30,0,0,94,19,6,6,37,3,48,0,7,7,39,74,10,8,1,78
Good,68,205,27,104,40,3,1,89,12,6,4,46,0,70,-8,0,0,55,84,3,5,1,90
Bad,64,260,1,61,17,1,1,95,6,2,4,23,5,26,-7,0,0,68,88,3,2,1,71
Bad,77,184,5,90,43,1,0,93,-8,6,5,44,1,34,0,3,3,14,-8,9,1,1,77
Bad,92,474,57,258,8,0,0,100,-7,7,8,8,0,0,2,1,1,1,-8,3,-8,0,50
Bad,75,226,119,173,2,0,0,50,11,4,6,2,0,0,5,0,0,8,-8,1,-8,-8,50
Bad,57,171,2,50,16,1,1,89,9,4,2,19,3,21,0,4,4,49,79,9,3,2,71
Bad,69,323,6,107,44,1,1,96,77,6,6,46,1,22,0,0,0,46,94,18,3,3,60
Bad,77,324,7,85,26,0,0,100,-7,7,8,26,3,38,0,0,0,16,65,4,4,0,59
Good,74,304,10,78,18,0,0,89,15,6,6,23,1,53,3,2,2,7,54,3,3,0,67
Bad,63,271,3,107,27,1,1,79,36,6,2,31,2,48,-7,3,3,53,83,2,3,1,50
Good,76,408,4,94,32,0,0,100,-7,7,8,32,2,16,8,0,0,35,48,5,4,2,47
Good,82,200,9,64,20,0,0,100,-7,7,8,20,1,5,-7,2,2,10,-8,5,-8,0,50
Good,88,320,4,93,52,0,0,100,-7,7,8,55,3,22,6,0,0,3,71,3,1,0,36
Bad,58,66,3,36,14,2,2,100,-7,0,8,16,2,64,0,1,1,37,66,4,6,1,100
