RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
Bad,69,43,8,22,7,0,0,100,-7,7,8,8,1,50,0,1,1,58,77,3,3,1,86
Bad,75,410,2,121,37,1,1,83,10,4,3,43,1,7,1,1,1,34,-8,7,1,1,53
Good,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Bad,61,256,19,68,14,0,0,87,0,4,6,15,0,33,0,2,1,62,68,3,3,1,86
Good,70,191,6,65,12,2,1,73,26,6,4,16,2,40,0,0,0,7,-8,2,-8,0,67
Good,69,312,15,94,27,1,0,82,11,4,5,30,0,18,15,0,0,54,62,2,2,1,56
Bad,69,72,3,48,14,1,0,87,20,6,5,15,2,7,-7,1,1,29,-8,5,1,0,58
Bad,64,224,3,102,36,0,0,94,1,4,6,9,1,11,-7,0,0,71,23,6,2,2,56
Good,61,183,26,111,3,1,1,60,7,4,2,5,0,20,-7,1,1,94,-8,1,1,-8,100
Bad,57,129,4,63,32,0,0,84,23,6,6,32,5,31,0,3,3,82,73,4,4,3,73
Bad,63,168,3,21,3,1,1,100,-7,7,8,9,1,67,-7,1,1,75,42,1,2,1,100
Good,86,181,8,82,29,0,0,97,81,6,6,31,1,42,8,0,0,3,-8,1,1,0,14
Bad,76,148,9,42,14,0,0,100,-7,7,8,14,2,14,0,0,0,38,95,4,2,1,67
Bad,68,260,7,72,21,1,1,96,3,1,3,23,1,39,1,1,1,9,80,5,2,0,70
Bad,70,143,5,55,20,0,0,100,-7,7,8,20,2,45,0,1,1,43,88,6,3,2,100
Bad,61,58,15,41,2,4,4,100,-7,0,8,7,0,67,0,0,0,0,-8,0,-8,-8,0
Bad,66,77,2,37,8,5,5,90,33,6,2,10,1,90,0,0,0,-8,95,-8,4,-8,100
Bad,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Good,84,315,7,150,20,0,0,95,42,6,6,20,1,25,0,0,0,13,89,5,2,0,64
Good,54,175,4,58,42,0,0,90,1,4,6,42,3,24,1,2,2,41,-8,7,2,5,60
Bad,55,118,8,72,24,6,1,63,2,4,3,30,1,10,0,0,0,36,28,4,3,2,54
Good,79,251,25,99,23,0,0,91,11,4,6,24,0,17,20,0,0,6,8,3,2,0,31
Bad,69,-8,17,37,4,0,0,100,-7,7,8,4,0,75,-7,1,1,118,-8,1,2,1,100
Bad,73,71,12,47,9,0,0,89,14,6,6,9,0,67,0,2,2,17,93,1,3,-8,100
Bad,86,176,13,67,21,0,0,100,-7,7,8,22,0,41,0,1,1,12,79,3,2,0,100
Good,80,230,6,84,34,0,0,94,24,6,6,34,1,32,1,2,2,11,47,5,2,0,64
Bad,57,165,2,71,38,0,0,98,1,4,6,48,3,44,0,10,10,89,72,12,3,6,88
Good,82,115,4,58,24,1,0,96,50,6,5,25,4,52,4,1,1,2,52,1,4,0,71
Bad,69,165,9,49,24,0,0,100,-7,7,8,24,2,33,-7,0,0,45,63,6,2,1,80
Good,76,284,7,92,13,1,1,93,66,6,3,15,1,43,4,1,1,27,20,1,3,0,100
Good,78,263,23,102,19,0,0,95,31,6,6,19,0,42,14,0,0,17,29,6,3,0,82
Bad,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Bad,72,259,5,92,27,0,0,96,38,6,6,27,3,30,0,0,0,14,-8,3,3,1,47
Good,86,246,4,99,19,0,0,100,-7,7,8,19,1,47,1,3,3,3,65,3,4,0,78
Bad,43,255,3,119,29,1,1,63,1,4,6,3,4,33,-7,1,1,63,67,7,6,5,72
Bad,69,165,3,70,10,2,1,85,62,6,2,13,1,54,0,2,2,90,-8,5,1,2,100
Bad,87,134,4,65,8,0,0,100,-7,7,8,8,2,50,-7,0,0,19,85,1,2,0,50
Bad,54,179,8,81,21,0,0,62,0,4,6,21,3,14,-7,2,2,92,86,11,3,10,94
Good,91,132,36,143,13,0,0,100,-7,7,8,2,0,8,21,0,0,9,-8,2,-8,0,22
Good,61,296,9,122,11,1,1,82,24,0,6,46,1,64,3,1,1,29,61,2,4,1,75
Good,83,150,6,87,15,0,0,100,-7,7,8,15,1,60,1,2,2,25,-8,2,1,0,75
