RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
Good,91,217,31,128,21,0,0,100,-7,7,8,21,0,9,7,0,0,2,-8,2,-8,0,22
Good,62,220,3,79,12,0,0,93,10,4,6,15,1,21,3,1,1,93,-8,4,1,3,83
Good,82,194,6,87,33,1,0,97,66,6,5,34,2,21,10,0,0,2,84,5,2,0,44
Good,83,213,1,98,14,0,0,93,17,6,6,15,1,27,1,2,2,0,68,0,2,0,50
Bad,83,83,3,32,9,0,0,100,-7,7,8,9,1,56,-7,3,3,9,53,1,4,0,71
Bad,64,145,2,54,28,0,0,100,-7,7,8,29,5,66,-7,4,3,74,59,5,4,2,82
Good,80,230,6,84,34,0,0,94,24,6,6,34,1,32,1,2,2,11,47,5,2,0,64
Bad,87,211,16,139,19,0,0,95,13,6,6,20,0,35,4,2,1,3,-8,2,1,0,33
Good,70,204,6,77,28,0,0,97,2,4,6,50,4,23,6,0,0,33,97,3,1,1,42
Bad,61,215,14,120,16,0,0,89,4,4,6,18,0,39,0,2,2,45,-8,5,1,2,67
Bad,63,207,11,74,45,0,0,100,-7,7,8,46,1,13,7,0,0,85,20,10,2,5,57
Bad,84,239,6,63,25,0,0,100,-7,7,8,27,4,37,0,5,5,7,-8,2,-8,0,20
Bad,65,77,6,50,2,1,1,67,57,6,3,3,1,67,0,0,0,-8,-8,-8,1,-8,100
Good,69,207,1,79,21,2,2,100,-7,6,8,22,3,73,1,1,1,30,69,1,3,1,57
Bad,66,31,3,18,10,0,0,100,-7,7,8,10,2,10,0,1,1,53,82,9,1,2,100
Bad,69,159,12,57,18,0,0,95,32,6,6,20,0,20,0,0,0,83,-8,5,1,2,75
Bad,58,210,14,87,23,0,0,70,1,4,6,23,0,35,0,1,1,53,5,6,3,2,77
Good,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Good,84,125,15,81,13,0,0,100,-7,7,8,14,0,36,0,1,1,0,70,0,3,0,38
Bad,73,226,50,98,13,0,0,92,0,4,6,13,0,38,0,0,0,9,-8,3,-8,0,60
Good,51,173,2,81,25,1,0,89,1,3,5,28,2,39,0,2,2,91,54,15,3,11,100
Bad,67,121,2,29,15,1,1,94,30,6,2,12,7,24,-7,1,1,30,-8,6,1,1,64
Bad,66,203,7,62,42,0,0,100,-7,7,8,29,1,48,7,0,0,55,69,7,7,3,93
Bad,68,194,4,57,16,0,0,69,11,4,6,16,3,56,5,0,0,6,47,2,5,0,70
Bad,68,115,6,71,14,0,0,100,-7,7,8,14,2,14,0,5,4,83,-8,9,1,8,100
Good,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
