RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
Good,86,257,14,126,25,0,0,100,-7,7,8,25,0,8,0,0,0,18,-8,5,1,0,40
Good,88,208,3,80,20,0,0,100,-7,7,8,20,3,25,-8,0,0,8,74,3,2,0,50
Good,86,161,14,85,19,0,0,100,-7,7,8,21,0,38,-8,0,0,11,-8,2,1,0,57
Bad,75,60,20,32,13,0,0,100,-7,7,8,13,0,31,0,4,3,40,75,1,2,1,50
Good,75,140,21,58,34,0,0,97,23,6,6,34,0,50,0,0,0,0,52,1,3,0,33
Good,85,190,2,49,9,0,0,100,-7,7,8,10,2,30,3,1,1,5,56,2,2,0,57
Bad,63,176,3,69,10,9,9,77,12,6,2,20,1,46,0,2,1,89,-8,3,1,1,100
Good,78,177,8,53,16,0,0,100,-7,7,8,16,2,38,0,1,1,4,41,2,2,0,57
Good,64,162,15,42,12,1,1,92,17,6,6,12,0,42,0,1,1,73,69,3,3,2,75
Good,75,45,1,18,9,0,0,100,-7,7,8,10,4,40,0,2,2,12,39,2,2,0,57
Bad,65,201,3,97,26,1,1,85,18,6,6,26,4,38,1,3,3,60,-8,3,2,2,83
Bad,78,215,4,88,22,1,0,88,1,4,5,26,2,20,5,0,0,3,-8,3,-8,0,33
Good,91,396,22,127,18,0,0,100,-7,7,8,18,0,17,-8,0,0,5,-8,1,-8,0,50
Good,89,351,5,79,12,0,0,100,-7,7,8,12,2,58,0,0,0,4,85,2,3,0,83
Good,76,187,5,70,64,0,0,100,-7,7,8,65,2,30,2,1,1,26,75,7,4,1,55
Bad,67,263,24,75,12,0,0,92,28,6,6,13,0,69,-7,0,0,81,10,3,2,2,100
Bad,67,158,0,51,28,0,0,97,-8,6,6,29,1,45,0,2,2,44,42,5,1,3,67
Good,87,437,2,137,25,0,0,100,-7,7,8,25,1,12,4,1,1,4,-8,6,1,0,50
Good,85,282,17,89,13,0,0,100,-7,7,8,13,0,46,23,0,0,16,53,3,2,1,71
Bad,67,51,2,25,9,0,0,80,10,4,6,10,2,50,0,2,2,0,96,1,1,0,50
Bad,59,221,4,78,12,4,1,61,27,6,3,19,3,26,0,2,2,88,87,10,2,5,100
Good,68,308,4,64,41,0,0,95,55,6,6,42,3,48,0,2,2,56,82,8,5,2,87
Bad,54,209,55,97,19,8,6,56,23,6,2,27,0,7,0,0,0,14,-8,4,1,0,33
Good,71,410,4,53,19,0,0,84,22,6,6,23,2,42,-7,2,2,40,38,4,4,0,75
Bad,55,164,1,51,3,2,1,67,10,2,4,6,2,17,0,1,1,87,-8,3,1,2,100
Bad,66,206,9,76,36,2,1,79,8,4,4,38,2,53,0,0,0,60,78,8,2,2,83
Good,70,203,3,68,20,1,1,80,14,6,4,25,3,40,0,0,0,43,10,7,3,1,79
Good,72,206,3,75,49,0,0,100,-7,7,8,49,6,35,6,0,0,56,67,7,3,2,83
Good,63,260,2,91,19,1,1,100,-7,0,8,23,4,30,-7,2,2,31,100,3,2,0,75
Bad,65,59,3,27,15,0,0,100,-7,7,8,17,5,41,0,0,0,75,99,5,2,2,78
Good,79,200,10,82,38,0,0,100,-7,7,8,40,1,30,0,1,1,35,67,2,2,1,36
Bad,68,-8,8,45,28,0,0,93,24,6,6,32,3,13,4,1,1,26,83,8,2,2,63
Bad,64,30,5,19,6,1,0,86,14,6,5,7,1,57,0,1,1,-8,92,-8,3,-8,100
Bad,66,164,5,66,19,1,0,95,19,6,5,21,1,19,0,0,0,65,-8,3,1,1,33
Good,88,450,33,169,14,0,0,100,-7,7,8,14,0,14,-8,0,0,0,-8,2,-8,0,50
Bad,72,166,12,74,37,1,1,95,7,4,4,41,0,15,0,1,1,16,-8,3,1,1,26
Bad,72,242,13,87,43,0,0,98,18,6,6,59,0,26,0,2,1,13,81,4,2,2,33
Good,85,257,4,89,33,0,0,100,-7,7,8,33,1,24,2,1,1,7,-8,2,4,0,50
Good,69,139,4,95,28,1,1,91,4,4,6,23,3,50,4,1,1,45,48,5,2,1,88
Good,79,202,2,59,24,0,0,100,-7,7,8,25,4,48,-8,0,0,8,52,2,3,0,46
Good,80,195,6,62,19,0,0,100,-7,7,8,19,2,37,5,0,0,3,61,2,2,1,44
Good,74,213,8,103,23,1,1,100,-7,7,8,15,1,35,-7,1,0,16,-8,2,1,0,44
Good,86,159,3,98,28,0,0,100,-7,7,8,28,1,36,0,4,4,28,-8,1,2,0,75
Bad,52,195,3,66,20,2,2,75,1,4,2,24,7,29,8,0,0,88,65,6,3,3,90
Bad,57,336,2,86,26,3,2,83,4,0,2,30,2,20,14,1,1,63,55,12,3,2,84
Bad,65,88,9,45,20,0,0,85,1,4,6,20,1,20,0,0,0,14,71,4,2,1,50
Bad,72,220,7,91,36,0,0,100,-7,7,8,36,4,22,0,1,1,44,86,7,2,2,56
Good,67,181,6,62,27,0,0,96,26,6,6,27,4,26,0,2,2,34,-8,3,1,2,33
Bad,66,236,11,74,26,2,0,90,8,4,2,29,1,17,0,0,0,77,-8,4,1,2,100
Bad,82,315,23,112,20,0,0,100,-7,7,8,20,0,25,0,0,0,35,11,2,2,1,40
Bad,60,73,8,74,10,0,0,50,7,4,6,10,1,30,8,0,0,36,-8,2,-8,1,29
Good,91,283,9,140,7,0,0,100,-7,7,8,7,1,29,-8,0,0,11,-8,2,1,0,60
Bad,66,417,17,165,7,1,0,89,3,4,5,9,0,56,16,0,0,93,80,2,1,1,100
Bad,64,116,8,62,7,1,0,67,63,5,5,9,1,22,0,4,4,93,-8,5,-8,3,100
Good,69,150,3,78,34,1,1,91,70,6,2,35,3,20,-7,4,4,27,100,4,1,1,45
Good,77,347,5,172,18,0,0,100,-7,7,8,18,1,6,-8,0,0,32,-8,5,1,1,75
Good,82,286,1,103,16,0,0,100,-7,7,8,17,3,47,6,0,0,25,22,4,3,1,89
Bad,72,119,1,33,19,0,0,100,-7,7,8,20,3,40,0,0,0,37,-8,9,2,0,85
Bad,68,237,1,120,26,0,0,96,21,6,6,28,1,43,-7,4,4,64,26,9,3,2,75
Bad,64,168,1,71,22,2,2,96,66,6,2,21,2,33,-7,3,3,91,70,2,4,1,100
Good,86,309,8,93,22,0,0,100,-7,7,8,35,2,23,-8,0,0,0,84,2,2,0,40
Good,79,126,11,64,28,0,0,100,-7,6,7,4,1,39,-7,0,0,33,-8,3,2,0,56
Bad,67,144,21,95,12,4,1,71,29,6,2,3,0,29,-7,0,0,43,-8,2,-8,0,67
Bad,60,70,4,36,5,1,1,71,11,4,3,7,1,43,17,0,0,103,77,2,2,1,100
Good,87,467,10,65,17,0,0,100,-7,7,8,17,1,12,-8,0,0,1,38,2,1,0,23
Bad,55,584,13,172,17,0,0,76,4,4,6,17,0,24,0,8,8,61,72,8,1,1,100
Bad,63,136,3,73,16,0,0,94,43,6,6,16,2,19,0,7,6,98,-8,5,1,4,100
Good,88,392,7,85,23,0,0,100,-7,7,8,76,2,25,6,0,0,7,-8,3,1,0,50
Bad,88,199,9,83,17,0,0,100,-7,7,8,17,1,24,-7,0,0,0,70,0,2,0,50
Bad,74,111,3,65,14,0,0,100,-7,7,8,15,2,29,3,1,1,55,100,3,2,3,56
