RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
Bad,73,147,4,66,20,0,0,100,-7,7,8,20,2,50,-7,0,0,74,76,5,4,1,100
Good,88,206,2,79,25,0,0,100,-7,7,8,27,3,56,0,3,3,0,74,0,3,-8,43
Bad,77,166,2,86,19,0,0,100,-7,7,8,20,3,20,2,2,2,44,-8,5,2,0,70
Bad,65,121,9,48,20,1,1,95,14,0,6,21,1,25,0,0,0,49,42,6,3,0,75
Good,77,178,5,80,18,0,0,100,-7,7,8,18,3,39,4,2,2,24,-8,4,1,0,71
Bad,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Good,68,175,4,48,27,0,0,100,-7,7,8,29,4,28,0,1,1,54,44,7,3,1,83
Bad,73,85,6,38,10,0,0,100,-7,7,8,10,2,50,0,1,1,81,-8,1,1,0,50
Good,81,198,3,92,20,0,0,100,-7,7,8,20,1,30,0,2,2,34,76,2,4,0,60
Bad,55,189,19,81,35,2,1,78,1,0,2,42,0,44,0,3,3,67,36,5,2,1,64
Bad,69,99,6,33,23,0,0,100,-7,7,8,32,3,21,0,7,7,33,95,3,3,1,43
Good,77,158,23,104,20,0,0,100,-7,7,8,22,0,32,0,1,1,72,-8,1,1,1,50
Bad,56,180,8,74,29,2,2,87,2,1,3,32,4,30,-7,1,1,30,80,5,4,1,69
Good,83,281,2,59,13,0,0,100,-7,7,8,14,6,43,1,2,2,2,80,1,4,0,56
Bad,59,134,17,83,8,2,0,42,1,4,5,12,0,67,0,3,3,77,-8,1,1,1,100
Bad,76,177,3,53,28,0,0,100,-7,7,8,29,4,64,-7,2,2,1,81,3,11,0,82
Bad,75,316,14,56,14,0,0,100,-7,7,8,31,0,21,-7,0,0,41,-8,2,1,2,43
Good,83,364,3,106,22,1,1,91,27,6,3,28,2,13,0,4,4,17,-8,4,1,0,63
Good,69,187,2,98,29,0,0,97,25,6,6,30,3,37,2,2,2,33,74,7,4,2,73
Bad,65,91,1,38,17,1,1,89,21,6,6,18,5,56,0,6,6,26,37,3,4,0,78
Good,83,-8,5,53,25,0,0,100,-7,7,8,26,2,4,-7,1,1,18,-8,5,1,0,55
Bad,55,39,2,17,21,0,0,96,-7,5,7,23,7,26,0,2,2,64,77,9,4,0,78
Bad,73,372,3,86,23,0,0,83,16,6,6,23,2,35,0,5,5,9,75,2,6,0,53
Good,86,307,24,131,14,0,0,100,-7,7,8,15,0,0,0,0,0,10,-8,2,-8,0,29
Bad,83,198,3,100,23,1,0,92,41,5,5,25,1,68,1,2,2,4,53,2,4,0,75
Good,70,196,4,64,34,0,0,100,-7,7,8,35,1,37,0,0,0,83,-8,6,1,3,100
Bad,68,209,5,110,43,1,0,88,13,5,5,48,2,54,-7,1,1,51,90,10,3,2,76
Bad,72,221,1,62,20,1,0,95,57,6,5,22,2,14,0,2,2,16,-8,4,1,0,43
Bad,73,403,9,149,20,2,2,100,-7,6,8,8,1,30,-7,0,0,17,83,4,2,1,55
Bad,56,247,6,76,16,4,0,67,4,3,5,21,2,62,0,2,2,64,82,6,10,2,100
Bad,71,276,5,60,13,1,1,100,-7,6,8,13,1,46,-7,1,1,24,-8,3,1,0,57
Good,89,421,7,136,19,0,0,100,-7,7,8,28,1,16,-8,0,0,4,-8,3,-8,0,30
Good,85,232,2,105,26,0,0,100,-7,7,8,41,2,39,0,2,2,5,-8,3,3,1,46
Bad,68,378,8,140,10,3,1,77,15,6,4,13,1,54,-7,0,0,0,70,0,3,-8,60
Good,71,142,1,60,37,0,0,100,-7,7,8,40,7,50,3,3,3,64,78,4,6,2,71
Good,86,442,2,106,20,0,0,100,-7,7,8,21,1,33,0,0,0,5,47,2,1,1,43
Good,85,387,79,223,9,0,0,100,-7,7,8,11,0,0,0,0,0,34,-8,3,-8,0,60
Bad,75,293,9,143,9,0,0,89,11,4,6,9,2,22,0,0,0,59,78,3,1,1,57
Bad,59,128,19,64,3,2,0,20,3,3,5,5,0,80,0,0,0,0,90,0,2,-8,67
Good,67,94,14,43,5,1,0,86,29,6,5,7,0,14,0,0,0,54,-8,4,-8,2,80
