RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
Bad,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Good,87,229,4,100,22,0,0,100,-7,7,8,25,2,44,1,2,2,16,83,5,2,0,64
Bad,62,77,9,43,9,2,1,64,14,6,2,11,1,64,0,0,0,-8,84,-8,4,-8,100
Bad,54,141,8,54,15,2,0,71,2,3,5,17,2,41,-7,0,0,49,86,3,3,2,75
Good,88,214,4,114,31,0,0,100,-7,7,8,31,2,13,0,1,1,16,-8,2,1,0,19
Bad,54,194,11,85,11,3,2,43,3,3,2,30,1,36,-7,0,0,55,-8,4,1,1,83
Bad,62,163,11,53,22,0,0,87,23,6,6,23,1,39,0,0,0,68,92,6,2,3,89
Bad,80,61,8,37,8,0,0,100,-7,7,8,8,1,13,1,2,2,0,-8,1,-8,0,50
Good,76,228,46,115,22,1,1,92,68,6,2,25,0,28,-7,2,2,43,-8,5,1,0,75
Bad,72,206,3,90,46,1,0,96,44,6,5,47,2,26,-7,2,2,45,58,2,4,1,50
Bad,70,206,3,96,18,3,0,59,11,4,5,22,1,41,0,2,2,10,37,4,1,0,50
Good,85,199,7,82,31,0,0,100,-7,7,8,34,1,38,0,2,2,6,49,3,2,1,36
Bad,70,178,2,95,43,0,0,100,-7,7,8,55,5,35,1,5,5,71,71,5,3,3,53
Good,78,311,4,134,17,1,1,89,77,6,2,20,1,11,-7,1,1,1,-8,3,-8,0,56
Bad,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Good,80,126,6,65,12,0,0,100,-7,7,8,17,1,65,7,0,0,30,58,2,5,0,88
Bad,56,144,2,41,20,1,1,100,-7,6,8,23,4,61,0,8,8,74,100,7,3,3,83
Bad,64,180,1,32,6,0,0,100,-7,7,8,4,5,50,1,2,2,90,-8,3,1,1,100
Bad,54,203,4,78,47,5,5,90,6,0,2,49,2,76,0,3,3,56,90,5,14,0,86
Good,72,29,3,20,11,0,0,100,-7,7,8,11,3,18,0,2,1,6,-8,3,1,0,44
Bad,61,218,2,87,60,0,0,98,14,6,6,18,8,38,0,7,7,74,81,11,7,6,74
Good,88,278,91,179,4,0,0,100,-7,7,8,5,0,40,0,0,0,6,-8,1,1,-8,100
Bad,68,178,7,67,36,2,0,78,7,4,5,41,3,54,-7,0,0,17,65,4,5,0,64
Good,80,188,11,71,36,0,0,100,-7,7,8,36,2,39,0,7,7,15,-8,1,1,0,25
Good,77,273,5,76,37,1,1,100,-7,6,8,37,1,38,6,0,0,6,86,7,5,0,67
Bad,68,122,13,63,20,0,0,91,2,4,6,23,0,65,0,1,1,0,49,0,6,-8,86
